3 Count Bout / Fire Suplex;
Aero Fighters 2 / Sonic Wings 2;
Aero Fighters 3 / Sonic Wings 3;
Aggressors of Dark Kombat / Tsukai Gan Gan Koshinkyoku;
Alpha Mission II / ASO II : Last Guardian;
Andro Dunos;
Art of Fighting / Ryuuko no Ken;
Art of Fighting 2 / Ryuuko no Ken 2;
Art of Fighting 3: The Path of the Warrior;
Baka Tono-sama Mahjong Manyuki;
Bang Bead;
Baseball Stars Professional;
Baseball Stars 2;
Blazing Star;
Blue's Journey / Raguy;
Breakers;
Breakers Revenge;
Burning Fight;
Bust A Move / Puzzle Bobble;
Captain Tomaday;
Chibi Marukochan Deluxe Quiz;
Crossed Swords;
Crossed Swords II;
Cyber-Lip;
Double Dragon;
Eightman;
Far East of Eden: Kabuki Klash / Tengai Makyou Shinden;
Fatal Fury: King of Fighters / Garou Densetsu: Shukumei no Tatakai;
Fatal Fury 2 / Garou Densetsu 2: Arata-naru Tatakai;
Fatal Fury Special;
Fatal Fury 3: Road to the Final Victory / Garou Densetsu 3: Haruka-naru Tatakai;
Fight Fever;
Flip Shot;
Football Frenzy;
Galaxy Fight: Universal Warriors;
Ganryu / Musashi Ganryuki;
Garou: Mark of the Wolves;
Ghost Pilots;
Goal! Goal! Goal!;
Gururin;
Ironclad / Chotetsu Bri'kinger;
Irritating Maze, The / Ultra Denryuu Iararabou;
Janshin Densetsu: Quest of Jongmaster;
Karnov's Revenge / Fighters History Dynamite;
The King of Fighters '94;
The King of Fighters '95;
The King of Fighters '96;
The King of Fighters '97;
The King of Fighters '98: The Slugfest;
The King of Fighters '99: Millennium Battle;
The King of Fighters 2000;
The King of Fighters 2001;
The King of Fighters 2002;
The King of Fighters 2003;
King of the Monsters;
King of the Monsters 2;
Kizuna Encounter: Super Tag Battle / Fu'un Super Tag Battle;
The Last Blade / Bakumatsu Roman: Gekka no Kenshi;
The Last Blade 2 / Bakumatsu Roman: Dai Ni Maku Gekka no Kenshi;
Last Hope;
Last Resort;
League Bowling;
Legend of Success Joe / Ashita no Joe Densetsu;
Magical Drop II;
Magical Drop III;
Magician Lord;
MahJong Kyoretsuden: Higashi Nippon Hen;
Metal Slug: Super Vehicle-001;
Metal Slug 2: Super Vehicle-001/II;
Metal Slug X: Super Vehicle-001;
Metal Slug 3;
Metal Slug 4;
Metal Slug 5;
Minasan no Okagesama Desu!: Dai Sugoroku Taikai;
Money Puzzle Exchanger / Money Idol Exchanger;
Mutation Nation;
NAM-1975;
Neo Bomberman;
Neo Drift Out: New Technology;
Neo Mr. Do!;
Neo Turf Masters / Big Tournament Golf;
NeoGeo Cup '98: The Road to the Victory;
Nightmare in the Dark;
Ninja Combat;
Ninja Commando;
Ninja Master's: Haoh Ninpou-chou;
Over Top;
Panic Bomber: Bomberman;
Pleasure Goal: 5 on 5 Mini Soccer / Futsal: 5 on 5 Mini Soccer;
Pochi and Nyaa / Pochi to Nyaa;
Pop'n Bounce / Gapporin;
Power Instinct Matrimelee / Shin Gouketsuji Ichizoku Tokon - Matrimelee;
Power Spikes II;
Prehistoric Isle 2;
Pulstar;
Puzzle de Pon!;
Puzzle de Pon! R;
Puzzled / Joy Joy Kid;
Quiz Daisousa Sen: The Last Count Down;
Quiz King of Fighters;
Quiz Meitantei Neo and Geo: Quiz Daisousa Sen Part 2;
Rage of the Dragons;
Ragnagard / Shin-Oh-Ken;
Real Bout Fatal Fury / Real Bout Garou Densetsu;
Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special;
Real Bout Fatal Fury 2: The Newcomers / Real Bout Garou Densetsu 2: The Newcomers;
Riding Hero;
Robo Army;
Samurai Shodown / Samurai Spirits;
Samurai Shodown II / Shin Samurai Spirits: Haohmaru Jigokuhen;
Samurai Shodown III: Blades of Blood / Samurai Spirits: Zankurou Musouken;
Samurai Shodown IV: Amakusa's Revenge / Samurai Spirits: Amakusa Kourin;
Samurai Shodown RPG;
Samurai Shodown V / Samurai Spirits Zero;
Samurai Shodown V Special / Samurai Spirits Zero Special;
Savage Reign / Fu'un Mokushiroku: Kakutou Sousei;
Sengoku / Sengoku Denshou;
Sengoku 2 / Sengoku Denshou 2;
Sengoku 3 / Sengoku Legends 2001;
Shock Troopers;
Shock Troopers 2nd Squad;
Soccer Brawl;
Spin Master / Miracle Adventure;
Stakes Winner / Stakes Winner: GI Kinzen Seihae no Michi;
Stakes Winner 2;
Street Hoop / Dunk Dream;
Strikers 1945 Plus;
Super Dodge Ball / Nekketsu Toukyu Densetsu;
Super Baseball 2020;
Super Sidekicks / Tokuten Ou;
Super Sidekicks 2: The World Championship / Tokuten Ou 2: Real Fight Football;
Super Sidekicks 3: The Next Glory / Tokuten Ou 3: Eikoue no Michi;
Super Spy, The;
Syougi No Tatsujin - Master of Syougi;
SNK vs. Capcom: SVC Chaos;
Tecmo World Soccer '96;
Trash Rally;
Top Hunter: Roddy and Cathy;
Top Player's Golf;
Twinkle Star Sprites;
The Ultimate 11 - SNK Football Championship / Tokuten Ou - Honoo no Libero;
Viewpoint;
Voltage Fighter Gowcaizer / Choujin Gakuen Gowcaizer;
Waku Waku 7;
Windjammers: Flying Disk Game / Flying Power Disc;
World Heroes;
World Heroes 2;
World Heroes 2 Jet;
World Heroes Perfect;
Zed Blade / Operation Ragnarok;
ZinTricK / Oshidashi Zentrix;
Zupapa!